referrer_source,referrer_name,location_city,ua_form_factor,location_region,referrer_host,day,total_visitors,total_sessions,total_checkouts,total_carts,total_orders_placed
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-07-27,3,3,1,1,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-09-26,3,3,0,0,0
Social,Instagram,Minneapolis,Mobile,Minnesota,l.instagram.com,2023-08-24,3,3,0,1,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-22,3,3,0,0,0
Social,Facebook,Phoenix,Mobile,Arizona,m.facebook.com,2023-09-13,3,3,0,1,0
Social,Instagram,Houston,Mobile,Texas,l.instagram.com,2023-08-02,3,3,1,1,1
Social,Facebook,Seattle,Mobile,Washington,l.facebook.com,2023-09-02,2,3,0,0,0
Social,Instagram,Orlando,Mobile,Florida,l.instagram.com,2023-08-17,3,3,0,0,0
Social,Facebook,Las Vegas,Mobile,Nevada,m.facebook.com,2023-09-27,3,3,1,1,0
Social,Instagram,,Mobile,North Carolina,l.instagram.com,2023-09-20,3,3,1,2,1
Social,Facebook,Seattle,Mobile,Washington,m.facebook.com,2023-08-17,2,3,0,0,0
Social,Facebook,Charlotte,Mobile,North Carolina,m.facebook.com,2023-08-28,3,3,0,0,0
Social,Instagram,Brooklyn,Mobile,New York,l.instagram.com,2023-08-21,3,3,0,0,0
Social,Facebook,San Antonio,Mobile,Texas,m.facebook.com,2023-08-02,3,3,0,0,0
Social,Instagram,Riverside,Mobile,California,l.instagram.com,2023-07-13,3,3,1,1,0
Social,Facebook,Marion,Mobile,Illinois,m.facebook.com,2023-08-30,1,3,0,0,0
Social,Facebook,Louisville,Mobile,Kentucky,m.facebook.com,2023-09-21,2,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-13,3,3,0,0,0
Social,Facebook,Dallas,Mobile,Texas,m.facebook.com,2023-09-18,3,3,0,0,0
Social,Facebook,,Mobile,Oklahoma,m.facebook.com,2023-08-23,3,3,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-08-25,3,3,1,1,1
Social,Facebook,,Desktop,,www.facebook.com,2023-07-31,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-01,3,3,0,0,0
Social,Facebook,Oklahoma City,Mobile,Oklahoma,m.facebook.com,2023-09-27,3,3,2,2,2
Social,Facebook,Chicago,Mobile,Illinois,m.facebook.com,2023-07-12,1,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-07-10,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-14,3,3,0,0,0
Social,Youtube,Los Angeles,Mobile,California,m.youtube.com,2023-09-23,2,3,0,0,0
Social,Facebook,Omaha,Mobile,Nebraska,m.facebook.com,2023-07-16,2,3,0,0,0
Social,Instagram,Broken Arrow,Mobile,Oklahoma,l.instagram.com,2023-07-27,3,3,2,2,2
Social,Instagram,Philadelphia,Mobile,Pennsylvania,l.instagram.com,2023-07-20,3,3,0,0,0
Social,Instagram,Denver,Mobile,Colorado,l.instagram.com,2023-07-13,2,3,0,0,0
Social,Instagram,San Juan,Mobile,,l.instagram.com,2023-09-28,3,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-07-09,3,3,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-08-12,3,3,0,0,0
Social,Instagram,Chicago,Mobile,Illinois,l.instagram.com,2023-09-28,3,3,0,0,0
Social,Instagram,Miami,Mobile,Florida,l.instagram.com,2023-07-20,3,3,1,1,1
Social,Instagram,Kissimmee,Mobile,Florida,l.instagram.com,2023-08-12,1,3,2,1,0
Social,Facebook,Houston,Mobile,Texas,l.facebook.com,2023-07-16,2,3,1,1,1
Social,Facebook,Houston,Mobile,Texas,m.facebook.com,2023-08-10,3,3,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-08-25,3,3,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-07-13,3,3,0,0,0
Social,Instagram,Portland,Mobile,Oregon,l.instagram.com,2023-09-20,3,3,1,2,1
Social,Facebook,Ridgeland,Mobile,South Carolina,m.facebook.com,2023-08-17,1,3,0,1,0
Social,Facebook,Burlington,Mobile,North Carolina,m.facebook.com,2023-07-20,2,3,0,0,0
Social,Facebook,Imperial,Mobile,California,m.facebook.com,2023-08-25,1,3,0,0,0
Social,Instagram,,Mobile,North Carolina,l.instagram.com,2023-08-21,3,3,0,0,0
Social,Facebook,Torrington,Mobile,Connecticut,m.facebook.com,2023-08-19,1,3,0,0,0
Social,Instagram,Fresno,Mobile,California,l.instagram.com,2023-09-05,1,3,0,1,0
Social,Instagram,Riverside,Mobile,California,l.instagram.com,2023-08-03,3,3,0,0,0
Social,Instagram,Atlanta,Mobile,Georgia,l.instagram.com,2023-07-13,3,3,0,0,0
Social,Instagram,Brisbane,Mobile,Queensland,l.instagram.com,2023-09-27,3,3,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-23,3,3,0,0,0
Social,Instagram,Raleigh,Mobile,North Carolina,l.instagram.com,2023-08-13,3,3,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-31,3,3,0,0,0
Social,Facebook,Sydney,Mobile,New South Wales,m.facebook.com,2023-09-27,3,3,1,1,0
Social,Facebook,Philadelphia,Mobile,Pennsylvania,l.facebook.com,2023-09-04,3,3,0,0,0
Social,Facebook,Dallas,Mobile,Texas,m.facebook.com,2023-08-02,3,3,1,1,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-07-30,3,3,0,0,0
Social,Instagram,Smyrna,Mobile,Tennessee,l.instagram.com,2023-07-27,3,3,1,1,1
Social,Facebook,,Mobile,,m.facebook.com,2023-09-12,3,3,0,0,0
Social,Instagram,Salt Lake City,Mobile,Utah,l.instagram.com,2023-08-10,3,3,1,0,1
Social,Facebook,Houston,Mobile,Texas,m.facebook.com,2023-09-27,3,3,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,m.facebook.com,2023-08-28,3,3,0,0,0
Social,Facebook,,Mobile,,l.facebook.com,2023-07-26,2,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-12,3,3,0,0,0
Social,Facebook,Philadelphia,Mobile,Pennsylvania,m.facebook.com,2023-07-13,2,3,0,0,0
Social,Facebook,Austin,Mobile,Texas,m.facebook.com,2023-09-08,3,3,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-07-17,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-03,3,3,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-07-04,3,3,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,m.facebook.com,2023-08-27,2,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-09-01,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-29,3,3,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-07-09,3,3,0,0,0
Social,Facebook,Omaha,Mobile,Nebraska,m.facebook.com,2023-07-22,3,3,0,1,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-09-21,3,3,0,0,0
Social,Instagram,Sacramento,Mobile,California,l.instagram.com,2023-09-21,2,3,1,1,0
Social,Facebook,Atlanta,Mobile,Georgia,m.facebook.com,2023-08-25,3,3,0,0,0
Social,Instagram,San Antonio,Mobile,Texas,l.instagram.com,2023-09-14,2,3,1,0,1
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-07-25,3,3,2,3,1
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-21,3,3,0,0,0
Social,Facebook,De Soto,Mobile,Missouri,m.facebook.com,2023-08-07,1,3,0,0,0
Social,Facebook,,Mobile,Tennessee,m.facebook.com,2023-07-01,1,3,0,0,0
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-08-04,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-22,3,3,0,0,0
Social,Instagram,Van Nuys,Mobile,California,l.instagram.com,2023-08-11,3,3,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-09-27,3,3,0,0,0
Social,Instagram,Ridgewood,Mobile,New Jersey,l.instagram.com,2023-07-27,1,3,0,0,0
Social,Instagram,,Mobile,California,l.instagram.com,2023-08-02,3,3,2,1,1
Social,Instagram,Oklahoma City,Mobile,Oklahoma,l.instagram.com,2023-09-28,3,3,0,0,0
Social,Facebook,New Rockford,Mobile,North Dakota,m.facebook.com,2023-07-05,1,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-22,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-08,3,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-02,3,3,0,0,0
Social,Instagram,St Louis,Mobile,Missouri,l.instagram.com,2023-08-17,3,3,0,0,0
Social,Instagram,Houston,Mobile,Texas,l.instagram.com,2023-09-27,3,3,1,1,0
Social,Facebook,Columbus,Mobile,Ohio,m.facebook.com,2023-08-15,2,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-04,3,3,0,0,0
Social,Instagram,Sydney,Mobile,New South Wales,l.instagram.com,2023-09-28,3,3,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-08-17,3,3,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-09-08,3,3,0,1,0
Social,Instagram,Indianapolis,Mobile,Indiana,l.instagram.com,2023-09-27,3,3,0,0,0
Social,Instagram,Chicago,Mobile,Illinois,l.instagram.com,2023-07-27,3,3,0,0,0
Social,Instagram,Somerville,Mobile,Massachusetts,l.instagram.com,2023-07-11,1,3,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-08-19,2,3,0,0,0
Social,Facebook,Washington,Mobile,District of Columbia,m.facebook.com,2023-08-02,3,3,0,0,0
Social,Instagram,Chicago,Mobile,Illinois,l.instagram.com,2023-08-10,3,3,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-09-21,3,3,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-08-02,3,3,1,1,1
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-08-01,3,3,0,0,0
Social,Instagram,Knoxville,Mobile,Tennessee,l.instagram.com,2023-08-19,3,3,0,0,0
Social,Facebook,Los Angeles,Mobile,California,m.facebook.com,2023-09-20,3,3,1,2,1
Social,Instagram,Portland,Mobile,Oregon,l.instagram.com,2023-09-27,3,3,0,0,0
Social,Facebook,Broken Arrow,Mobile,Oklahoma,m.facebook.com,2023-08-17,3,3,1,0,0
Social,Facebook,Louisville,Mobile,Kentucky,m.facebook.com,2023-07-19,3,3,0,0,0
Social,Facebook,Acworth,Mobile,Georgia,l.facebook.com,2023-07-16,1,3,0,0,0
Social,Facebook,Charlotte,Mobile,North Carolina,m.facebook.com,2023-08-18,1,3,0,0,0
Social,Facebook,Round Rock,Mobile,Texas,m.facebook.com,2023-09-08,2,3,1,1,1
Social,Instagram,Sacramento,Mobile,California,l.instagram.com,2023-07-18,3,3,1,1,0
Social,Facebook,Billerica,Mobile,Massachusetts,m.facebook.com,2023-08-02,2,3,1,1,0
Social,Facebook,Clonee,Desktop,Leinster,www.facebook.com,2023-08-01,3,3,0,0,0
Social,Facebook,Miami,Mobile,Florida,m.facebook.com,2023-09-13,3,3,0,0,0
Social,Facebook,Caro,Mobile,Michigan,l.facebook.com,2023-09-27,2,3,1,1,1
Social,Facebook,Springfield,Mobile,Missouri,m.facebook.com,2023-08-30,2,3,0,0,0
Social,Instagram,Fresno,Mobile,California,l.instagram.com,2023-07-11,3,3,0,0,0
Social,Facebook,Sydney,Mobile,New South Wales,m.facebook.com,2023-09-28,3,3,0,2,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-16,3,3,0,0,0
Social,Instagram,Riverside,Mobile,California,l.instagram.com,2023-07-27,2,3,0,0,0
Social,Facebook,San Antonio,Mobile,Texas,m.facebook.com,2023-08-17,3,3,0,0,0
Social,Facebook,Yuma,Mobile,Arizona,m.facebook.com,2023-07-02,1,3,0,0,0
Social,Facebook,San Antonio,Mobile,Texas,m.facebook.com,2023-08-10,3,3,0,0,0
Social,Facebook,St Louis,Mobile,Missouri,m.facebook.com,2023-09-28,3,3,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-22,2,3,0,1,0
Social,Instagram,Lakehead,Mobile,California,l.instagram.com,2023-08-25,1,3,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-07-25,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-18,3,3,0,0,0
Social,Facebook,San Antonio,Mobile,Texas,m.facebook.com,2023-07-30,3,3,1,1,0
Social,Instagram,Brooklyn,Mobile,New York,l.instagram.com,2023-08-02,3,3,0,0,0
Social,Facebook,San Antonio,Mobile,Texas,l.facebook.com,2023-09-18,2,3,0,0,0
Social,Facebook,Dallas,Mobile,Texas,m.facebook.com,2023-09-28,3,3,1,1,0
Social,Facebook,Minneapolis,Mobile,Minnesota,m.facebook.com,2023-09-02,2,3,0,0,0
Social,Facebook,Cheshire,Mobile,Connecticut,m.facebook.com,2023-07-20,2,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-30,3,3,0,0,0
Social,Instagram,Salt Lake City,Mobile,Utah,instagram.com,2023-07-18,1,3,0,0,0
Social,Instagram,Gonzales,Mobile,Louisiana,l.instagram.com,2023-08-04,1,3,1,0,0
Social,Facebook,Fort Mill,Mobile,South Carolina,l.facebook.com,2023-08-30,1,3,0,0,0
Social,Facebook,Houston,Mobile,Texas,m.facebook.com,2023-09-08,3,3,0,0,0
Social,Instagram,Salt Lake City,Mobile,Utah,instagram.com,2023-07-15,1,3,0,0,0
Social,Instagram,Nashville,Mobile,Tennessee,l.instagram.com,2023-07-13,3,3,0,1,0
Social,Facebook,Louisville,Mobile,Kentucky,m.facebook.com,2023-07-30,3,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-20,3,3,0,0,0
Social,Instagram,Salt Lake City,Mobile,Utah,l.instagram.com,2023-07-20,3,3,1,1,0
Social,Facebook,,Mobile,,lm.facebook.com,2023-08-10,3,3,0,0,0
Social,Facebook,Port Clinton,Mobile,Ohio,m.facebook.com,2023-08-28,1,3,1,0,0
Social,Facebook,Morehead City,Mobile,North Carolina,m.facebook.com,2023-09-21,1,3,2,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-24,3,3,0,0,0
Social,Facebook,,Mobile,Ohio,m.facebook.com,2023-08-19,1,3,2,1,1
Social,Facebook,Louisville,Mobile,Kentucky,m.facebook.com,2023-08-14,3,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-10,3,3,0,0,0
Social,Instagram,Melbourne,Mobile,Victoria,l.instagram.com,2023-08-22,3,3,1,1,0
Social,Facebook,Philadelphia,Mobile,Pennsylvania,m.facebook.com,2023-08-30,3,3,1,1,0
Social,Facebook,Martins Ferry,Mobile,Ohio,l.facebook.com,2023-08-07,1,3,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-07-12,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-30,3,3,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-07-11,3,3,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,m.facebook.com,2023-09-26,3,3,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-07-08,3,3,0,0,0
Social,Instagram,Pittsburgh,Mobile,Pennsylvania,l.instagram.com,2023-07-13,3,3,2,1,1
Social,Instagram,Los Angeles,Mobile,California,www.instagram.com,2023-09-27,3,3,0,0,0
Social,Facebook,Cleveland,Mobile,Tennessee,m.facebook.com,2023-07-14,1,3,0,0,0
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-09-14,3,3,0,1,0
Social,Facebook,St Louis,Mobile,Missouri,m.facebook.com,2023-08-19,3,3,0,0,0
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-09-08,3,3,1,2,0
Social,Facebook,San Jose,Mobile,California,m.facebook.com,2023-09-30,2,3,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,l.facebook.com,2023-09-10,2,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-04,3,3,0,0,0
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-07-20,3,3,0,0,0
Social,Facebook,Kansas City,Mobile,Missouri,m.facebook.com,2023-09-08,3,3,0,0,0
Social,Facebook,Atlanta,Mobile,Georgia,m.facebook.com,2023-08-28,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-06,3,3,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-07-03,3,3,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,m.facebook.com,2023-09-08,3,3,2,2,1
Social,TikTok,,Mobile,,www.tiktok.com,2023-07-07,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-02,3,3,0,0,0
Social,Facebook,Atlanta,Mobile,Georgia,m.facebook.com,2023-07-31,2,3,0,0,0
Social,Instagram,Brooklyn,Mobile,New York,l.instagram.com,2023-09-21,3,3,0,0,0
Social,Facebook,Atlanta,Mobile,Georgia,m.facebook.com,2023-09-27,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-24,3,3,0,0,0
Social,Facebook,Atlanta,Mobile,Georgia,m.facebook.com,2023-09-10,3,3,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,m.facebook.com,2023-09-14,3,3,0,0,0
Social,Youtube,Buckeye,Tablet,Arizona,www.youtube.com,2023-09-18,1,3,1,0,1
Social,Instagram,Seattle,Mobile,Washington,l.instagram.com,2023-09-20,3,3,1,1,0
Social,Facebook,Hagerstown,Mobile,Maryland,m.facebook.com,2023-09-25,3,3,0,0,0
Social,Instagram,Dallas,Mobile,Texas,l.instagram.com,2023-07-20,3,3,1,1,0
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-08-25,3,3,0,0,0
Social,Instagram,Philadelphia,Mobile,Pennsylvania,l.instagram.com,2023-08-18,3,3,0,0,0
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-09-09,3,3,0,0,0
Social,Instagram,San Antonio,Mobile,Texas,l.instagram.com,2023-08-21,3,3,0,0,0
Social,Facebook,Brunswick,Mobile,Ohio,l.facebook.com,2023-07-11,1,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-16,3,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-15,3,3,0,0,0
Social,Facebook,Omaha,Mobile,Nebraska,m.facebook.com,2023-08-03,2,3,0,0,0
Social,Facebook,Los Angeles,Mobile,California,m.facebook.com,2023-08-24,3,3,0,0,0
Social,Instagram,,Mobile,Oklahoma,l.instagram.com,2023-08-24,3,3,0,0,0
Social,Facebook,Los Angeles,Mobile,California,m.facebook.com,2023-09-21,3,3,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-07-06,3,3,0,0,0
Social,Instagram,Birmingham,Mobile,Alabama,l.instagram.com,2023-09-21,3,3,0,0,0
Social,Instagram,Philadelphia,Mobile,Pennsylvania,l.instagram.com,2023-09-08,3,3,0,0,0
Social,Facebook,Jacksonville,Mobile,Florida,m.facebook.com,2023-08-19,3,3,0,0,0
Social,Facebook,,Mobile,Texas,m.facebook.com,2023-08-25,3,3,0,0,0
Social,Facebook,Hooker,Mobile,Oklahoma,m.facebook.com,2023-07-07,1,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-19,3,3,0,0,0
Social,Instagram,Louisville,Mobile,Kentucky,l.instagram.com,2023-08-10,3,3,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-07-09,3,3,0,0,0
Social,Instagram,Houston,Mobile,Texas,l.instagram.com,2023-08-04,3,3,2,1,1
Social,Instagram,,Mobile,,www.instagram.com,2023-08-25,3,3,1,0,0
Social,Instagram,Houston,Mobile,Texas,l.instagram.com,2023-08-19,3,3,0,0,0
Social,Facebook,Fort Worth,Mobile,Texas,m.facebook.com,2023-08-23,3,3,0,0,0
Social,Facebook,Phoenix,Mobile,Arizona,m.facebook.com,2023-08-17,3,3,0,0,0
Social,Instagram,,Mobile,,www.instagram.com,2023-09-28,3,3,0,0,0
Social,Instagram,Houston,Mobile,Texas,l.instagram.com,2023-08-17,3,3,1,1,1
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-07-18,3,3,0,0,0
Social,Instagram,Miami,Mobile,Florida,l.instagram.com,2023-09-27,3,3,1,1,0
Social,Facebook,Columbus,Mobile,Ohio,m.facebook.com,2023-09-28,3,3,1,1,1
Social,TikTok,,Mobile,,www.tiktok.com,2023-07-21,3,3,0,0,0
Social,Instagram,Sydney,Mobile,New South Wales,l.instagram.com,2023-08-25,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-06,3,3,0,0,0
Social,Instagram,Corona,Mobile,California,instagram.com,2023-07-28,1,3,0,0,0
Social,Facebook,Seattle,Mobile,Washington,m.facebook.com,2023-08-10,3,3,1,1,0
Social,Facebook,Phoenix,Mobile,Arizona,m.facebook.com,2023-08-24,3,3,0,0,0
Social,Facebook,Los Angeles,Mobile,California,m.facebook.com,2023-08-27,3,3,0,0,0
Social,Instagram,Chicago,Mobile,Illinois,l.instagram.com,2023-07-13,3,3,1,1,0
Social,Facebook,Richmond,Mobile,Texas,m.facebook.com,2023-08-12,2,3,0,0,0
Social,Instagram,Chicago,Mobile,Illinois,l.instagram.com,2023-09-21,2,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-14,3,3,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-07-27,3,3,0,0,0
Social,Instagram,Charlotte,Mobile,North Carolina,l.instagram.com,2023-09-27,3,3,0,0,0
Social,Facebook,Phoenix,Mobile,Arizona,m.facebook.com,2023-09-27,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-07,3,3,0,0,0
Social,Instagram,Chicago,Mobile,Illinois,l.instagram.com,2023-09-29,3,3,0,1,0
Social,Facebook,Syracuse,Mobile,New York,m.facebook.com,2023-08-28,2,3,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-08-05,2,3,0,0,0
Social,Facebook,Dallas,Mobile,Texas,m.facebook.com,2023-09-20,3,3,0,0,0
Social,Facebook,Phoenix,Mobile,Arizona,m.facebook.com,2023-08-30,3,3,0,0,0
Social,Instagram,Charlotte,Mobile,North Carolina,l.instagram.com,2023-09-08,3,3,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-08-08,3,3,0,0,0
Social,Facebook,Denver,Mobile,Colorado,m.facebook.com,2023-08-27,3,3,0,0,0
Social,Instagram,Chicago,Mobile,Illinois,l.instagram.com,2023-08-17,3,3,1,0,0
Social,Instagram,Clermont,Mobile,Florida,l.instagram.com,2023-09-27,2,3,0,0,0
Social,Instagram,Washington,Mobile,District of Columbia,l.instagram.com,2023-08-24,3,3,0,0,0
Social,Facebook,Pittsburgh,Mobile,Pennsylvania,m.facebook.com,2023-08-22,3,3,1,1,0
Social,Facebook,Phoenix,Mobile,Arizona,m.facebook.com,2023-09-08,2,3,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-07-08,3,3,0,0,0
Social,Facebook,Pittsburgh,Mobile,Pennsylvania,m.facebook.com,2023-07-29,3,3,0,0,0
Social,Facebook,Richton,Mobile,Mississippi,l.facebook.com,2023-09-22,1,3,0,0,0
Social,Facebook,Brooklyn,Mobile,New York,m.facebook.com,2023-08-30,3,3,0,0,0
Social,Facebook,Brooklyn,Mobile,New York,m.facebook.com,2023-08-27,3,3,0,0,0
Social,Facebook,,Mobile,Georgia,m.facebook.com,2023-08-19,3,3,0,0,0
Social,Facebook,Elmwood Park,Mobile,Illinois,m.facebook.com,2023-08-18,1,3,1,1,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-07-07,3,3,0,0,0
Social,Instagram,Seattle,Mobile,Washington,l.instagram.com,2023-09-28,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-09,3,3,0,0,0
Social,Instagram,Sheboygan,Mobile,Wisconsin,l.instagram.com,2023-08-20,1,2,0,0,0
Social,Facebook,San Francisco,Mobile,California,m.facebook.com,2023-08-25,2,2,1,0,0
Social,Facebook,Beaverton,Mobile,Oregon,m.facebook.com,2023-07-11,1,2,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,instagram.com,2023-08-17,1,2,1,1,0
Social,Facebook,Orlando,Mobile,Florida,m.facebook.com,2023-09-27,2,2,0,0,0
Social,Instagram,Ontario,Mobile,California,instagram.com,2023-07-03,1,2,0,0,0
Social,Facebook,Greensboro,Mobile,North Carolina,m.facebook.com,2023-09-10,2,2,0,0,0
Social,Instagram,Houston,Mobile,Texas,l.instagram.com,2023-08-07,2,2,1,1,1
Social,Facebook,Fort Wayne,Mobile,Indiana,m.facebook.com,2023-09-27,2,2,0,0,0
Social,Facebook,Philadelphia,Mobile,Pennsylvania,m.facebook.com,2023-07-10,2,2,0,0,0
Social,Facebook,Wilkinson,Mobile,Indiana,l.facebook.com,2023-09-06,1,2,1,0,1
Social,Instagram,Houston,Mobile,Texas,l.instagram.com,2023-07-13,2,2,0,0,0
Social,Facebook,Birmingham,Mobile,Alabama,m.facebook.com,2023-08-21,1,2,1,0,0
Social,Facebook,Spotswood,Mobile,New Jersey,m.facebook.com,2023-08-24,1,2,0,0,0
Social,Instagram,Independence,Mobile,Missouri,l.instagram.com,2023-07-13,1,2,1,0,0
Social,Instagram,Houston,Mobile,Texas,instagram.com,2023-07-16,1,2,1,0,0
Social,Instagram,La Quinta,Mobile,California,l.instagram.com,2023-09-14,1,2,2,1,0
Social,Facebook,Oklahoma City,Mobile,Oklahoma,m.facebook.com,2023-09-28,1,2,1,1,0
Social,Facebook,Erie,Mobile,Pennsylvania,m.facebook.com,2023-08-23,2,2,2,2,0
Social,Instagram,Port Saint Lucie,Mobile,Florida,l.instagram.com,2023-08-26,2,2,0,0,0
Social,Facebook,Hoffman Estates,Mobile,Illinois,m.facebook.com,2023-08-20,2,2,0,1,0
Social,Facebook,Arlington Heights,Mobile,Illinois,m.facebook.com,2023-07-20,1,2,0,0,0
Social,Instagram,Bielefeld,Mobile,North Rhine-Westphalia,l.instagram.com,2023-09-13,2,2,0,0,0
Social,Facebook,Little Rock,Mobile,Arkansas,m.facebook.com,2023-09-01,1,2,0,0,0
Social,Youtube,Roseville,Mobile,California,www.youtube.com,2023-09-11,2,2,1,1,1
Social,Facebook,Washington,Mobile,District of Columbia,m.facebook.com,2023-09-01,1,2,0,0,0
